Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2008","2008","tonnes","29","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2009","2009","tonnes","5794","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2009","2009","tonnes","5283","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2009","2009","tonnes","5283","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2010","2010","tonnes","12079","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2010","2010","tonnes","10737","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2010","2010","tonnes","19","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2011","2011","tonnes","4130","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2011","2011","tonnes","3060","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2011","2011","tonnes","3910","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2012","2012","tonnes","8936.76","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2012","2012","tonnes","8909.21","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2012","2012","tonnes","8909.12","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2013","2013","tonnes","5029.22","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2013","2013","tonnes","4264.5","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2013","2013","tonnes","4212.43","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2014","2014","tonnes","14764.21","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2014","2014","tonnes","3649.18","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2014","2014","tonnes","3420.29","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2015","2015","tonnes","184.86","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2015","2015","tonnes","6.53","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2015","2015","tonnes","168.34","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2016","2016","tonnes","14183.61","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2016","2016","tonnes","6850.97","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2016","2016","tonnes","6823.53","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2017","2017","tonnes","45.91","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2017","2017","tonnes","0","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2017","2017","tonnes","0","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2018","2018","tonnes","48067.22","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2018","2018","tonnes","27588.45","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2018","2018","tonnes","26944.04","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2019","2019","tonnes","75342.4","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2019","2019","tonnes","43870.14","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2019","2019","tonnes","36085.74","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2020","2020","tonnes","56309.22","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2020","2020","tonnes","28142.27","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2020","2020","tonnes","28142.27","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3102","Élément nutritif azote N (total)","2021","2021","tonnes","57531.04","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3103","Engrais phosphatés (total d'élément fertilisant P205)","2021","2021","tonnes","28222.94","I","Valeur imputée",""
"RFN","Engrais par Élément Nutritif","53","Bénin","5157","Utilisation à des fins agricoles","3104","Élément nutritif potasse K2O (total)","2021","2021","tonnes","28222.87","I","Valeur imputée",""
